"filename", "language", "TypeScript", "JSON with Comments", "JSON", "TypeScript JSX", "Markdown", "PostCSS", "XML", "HTML", "comment", "blank", "total"
"e:\dowload 2\MyGameMPFE\mygamefe\src\pages\guarantee\GuaranteeManage.tsx", "TypeScript JSX", 0, 0, 0, 109, 0, 0, 0, 0, 0, 14, 123
"e:\dowload 2\MyGameMPFE\mygamefe\src\pages\guarantee\GuaranteeUpdate.tsx", "TypeScript JSX", 0, 0, 0, 69, 0, 0, 0, 0, 0, 9, 78
"e:\dowload 2\MyGameMPFE\mygamefe\src\pages\guarantee\GuaranteeUpdate.vm.ts", "TypeScript", 57, 0, 0, 0, 0, 0, 0, 0, 0, 8, 65
"e:\dowload 2\MyGameMPFE\mygamefe\src\pages\guarantee\index.ts", "TypeScript", 4, 0, 0, 0, 0, 0, 0, 0, 0, 2, 6
"e:\dowload 2\MyGameMPFE\mygamefe\src\pages\inventory\InventoryConfigs.ts", "TypeScript", 10, 0, 0, 0, 0, 0, 0, 0, 0, 3, 13
"e:\dowload 2\MyGameMPFE\mygamefe\src\pages\inventory\InventoryManage.tsx", "TypeScript JSX", 0, 0, 0, 161, 0, 0, 0, 0, 4, 14, 179
"e:\dowload 2\MyGameMPFE\mygamefe\src\pages\inventory\index.ts", "TypeScript", 2, 0, 0, 0, 0, 0, 0, 0, 0, 2, 4
"e:\dowload 2\MyGameMPFE\mygamefe\src\pages\job-level\JobLevelConfigs.ts", "TypeScript", 40, 0, 0, 0, 0, 0, 0, 0, 0, 8, 48
"e:\dowload 2\MyGameMPFE\mygamefe\src\pages\job-level\JobLevelCreate.tsx", "TypeScript JSX", 0, 0, 0, 51, 0, 0, 0, 0, 0, 8, 59
"e:\dowload 2\MyGameMPFE\mygamefe\src\pages\job-level\JobLevelCreate.vm.ts", "TypeScript", 35, 0, 0, 0, 0, 0, 0, 0, 0, 7, 42
"e:\dowload 2\MyGameMPFE\mygamefe\src\pages\job-level\JobLevelManage.tsx", "TypeScript JSX", 0, 0, 0, 105, 0, 0, 0, 0, 0, 14, 119
"e:\dowload 2\MyGameMPFE\mygamefe\src\pages\job-level\JobLevelUpdate..tsx", "TypeScript JSX", 0, 0, 0, 63, 0, 0, 0, 0, 0, 9, 72
"e:\dowload 2\MyGameMPFE\mygamefe\src\pages\job-level\JobLevelUpdate.vm.ts", "TypeScript", 55, 0, 0, 0, 0, 0, 0, 0, 0, 8, 63
"e:\dowload 2\MyGameMPFE\mygamefe\src\pages\job-level\index.ts", "TypeScript", 4, 0, 0, 0, 0, 0, 0, 0, 0, 2, 6
"e:\dowload 2\MyGameMPFE\mygamefe\src\pages\job-title\JobTitleConfigs.ts", "TypeScript", 40, 0, 0, 0, 0, 0, 0, 0, 0, 8, 48
"e:\dowload 2\MyGameMPFE\mygamefe\src\pages\job-title\JobTitleCreate.tsx", "TypeScript JSX", 0, 0, 0, 51, 0, 0, 0, 0, 0, 8, 59
"e:\dowload 2\MyGameMPFE\mygamefe\src\pages\job-title\JobTitleCreate.vm.ts", "TypeScript", 35, 0, 0, 0, 0, 0, 0, 0, 0, 7, 42
"e:\dowload 2\MyGameMPFE\mygamefe\src\pages\job-title\JobTitleManage.tsx", "TypeScript JSX", 0, 0, 0, 105, 0, 0, 0, 0, 0, 14, 119
"e:\dowload 2\MyGameMPFE\mygamefe\src\pages\job-title\JobTitleUpdate.tsx", "TypeScript JSX", 0, 0, 0, 63, 0, 0, 0, 0, 0, 9, 72
"e:\dowload 2\MyGameMPFE\mygamefe\src\pages\job-title\JobTitleUpdate.vm.ts", "TypeScript", 55, 0, 0, 0, 0, 0, 0, 0, 0, 8, 63
"e:\dowload 2\MyGameMPFE\mygamefe\src\pages\job-title\index.ts", "TypeScript", 4, 0, 0, 0, 0, 0, 0, 0, 0, 2, 6
"e:\dowload 2\MyGameMPFE\mygamefe\src\pages\job-type\JobTypeConfigs.ts", "TypeScript", 40, 0, 0, 0, 0, 0, 0, 0, 0, 8, 48
"e:\dowload 2\MyGameMPFE\mygamefe\src\pages\job-type\JobTypeCreate.tsx", "TypeScript JSX", 0, 0, 0, 51, 0, 0, 0, 0, 0, 8, 59
"e:\dowload 2\MyGameMPFE\mygamefe\src\pages\job-type\JobTypeCreate.vm.ts", "TypeScript", 35, 0, 0, 0, 0, 0, 0, 0, 0, 7, 42
"e:\dowload 2\MyGameMPFE\mygamefe\src\pages\job-type\JobTypeManage.tsx", "TypeScript JSX", 0, 0, 0, 105, 0, 0, 0, 0, 0, 14, 119
"e:\dowload 2\MyGameMPFE\mygamefe\src\pages\job-type\JobTypeUpdate.tsx", "TypeScript JSX", 0, 0, 0, 63, 0, 0, 0, 0, 0, 9, 72
"e:\dowload 2\MyGameMPFE\mygamefe\src\pages\job-type\JobTypeUpdate.vm.ts", "TypeScript", 55, 0, 0, 0, 0, 0, 0, 0, 0, 8, 63
"e:\dowload 2\MyGameMPFE\mygamefe\src\pages\job-type\index.ts", "TypeScript", 4, 0, 0, 0, 0, 0, 0, 0, 0, 2, 6
"e:\dowload 2\MyGameMPFE\mygamefe\src\pages\office\OfficeConfigs.ts", "TypeScript", 80, 0, 0, 0, 0, 0, 0, 0, 0, 8, 88
"e:\dowload 2\MyGameMPFE\mygamefe\src\pages\office\OfficeCreate.tsx", "TypeScript JSX", 0, 0, 0, 80, 0, 0, 0, 0, 0, 8, 88
"e:\dowload 2\MyGameMPFE\mygamefe\src\pages\office\OfficeCreate.vm.ts", "TypeScript", 75, 0, 0, 0, 0, 0, 0, 0, 0, 8, 83
"e:\dowload 2\MyGameMPFE\mygamefe\src\pages\office\OfficeManage.tsx", "TypeScript JSX", 0, 0, 0, 138, 0, 0, 0, 0, 0, 15, 153
"e:\dowload 2\MyGameMPFE\mygamefe\src\pages\office\OfficeUpdate.tsx", "TypeScript JSX", 0, 0, 0, 92, 0, 0, 0, 0, 0, 9, 101
"e:\dowload 2\MyGameMPFE\mygamefe\src\pages\office\OfficeUpdate.vm.ts", "TypeScript", 97, 0, 0, 0, 0, 0, 0, 0, 0, 8, 105
"e:\dowload 2\MyGameMPFE\mygamefe\src\pages\office\index.ts", "TypeScript", 4, 0, 0, 0, 0, 0, 0, 0, 0, 2, 6
"e:\dowload 2\MyGameMPFE\mygamefe\src\pages\order-cancellation-reason\OrderCancellationReasonConfigs.ts", "TypeScript", 46, 0, 0, 0, 0, 0, 0, 0, 0, 8, 54
"e:\dowload 2\MyGameMPFE\mygamefe\src\pages\order-cancellation-reason\OrderCancellationReasonCreate.tsx", "TypeScript JSX", 0, 0, 0, 58, 0, 0, 0, 0, 0, 8, 66
"e:\dowload 2\MyGameMPFE\mygamefe\src\pages\order-cancellation-reason\OrderCancellationReasonCreate.vm.ts", "TypeScript", 36, 0, 0, 0, 0, 0, 0, 0, 0, 7, 43
"e:\dowload 2\MyGameMPFE\mygamefe\src\pages\order-cancellation-reason\OrderCancellationReasonManage.tsx", "TypeScript JSX", 0, 0, 0, 109, 0, 0, 0, 0, 0, 14, 123
"e:\dowload 2\MyGameMPFE\mygamefe\src\pages\order-cancellation-reason\OrderCancellationReasonUpdate.tsx", "TypeScript JSX", 0, 0, 0, 70, 0, 0, 0, 0, 0, 9, 79
"e:\dowload 2\MyGameMPFE\mygamefe\src\pages\order-cancellation-reason\OrderCancellationReasonUpdate.vm.ts", "TypeScript", 57, 0, 0, 0, 0, 0, 0, 0, 0, 8, 65
"e:\dowload 2\MyGameMPFE\mygamefe\src\pages\order-cancellation-reason\index.ts", "TypeScript", 4, 0, 0, 0, 0, 0, 0, 0, 0, 2, 6
"e:\dowload 2\MyGameMPFE\mygamefe\src\pages\order-resource\OrderResourceConfigs.ts", "TypeScript", 79, 0, 0, 0, 0, 0, 0, 0, 0, 8, 87
"e:\dowload 2\MyGameMPFE\mygamefe\src\pages\order-resource\OrderResourceCreate.tsx", "TypeScript JSX", 0, 0, 0, 76, 0, 0, 0, 0, 0, 8, 84
"e:\dowload 2\MyGameMPFE\mygamefe\src\pages\order-resource\OrderResourceCreate.vm.ts", "TypeScript", 54, 0, 0, 0, 0, 0, 0, 0, 0, 8, 62
"e:\dowload 2\MyGameMPFE\mygamefe\src\pages\order-resource\OrderResourceManage.tsx", "TypeScript JSX", 0, 0, 0, 148, 0, 0, 0, 0, 0, 14, 162
"e:\dowload 2\MyGameMPFE\mygamefe\src\pages\order-resource\OrderResourceUpdate.tsx", "TypeScript JSX", 0, 0, 0, 88, 0, 0, 0, 0, 0, 9, 97
"e:\dowload 2\MyGameMPFE\mygamefe\src\pages\order-resource\OrderResourceUpdate.vm.ts", "TypeScript", 76, 0, 0, 0, 0, 0, 0, 0, 0, 8, 84
"e:\dowload 2\MyGameMPFE\mygamefe\src\pages\order-resource\index.ts", "TypeScript", 4, 0, 0, 0, 0, 0, 0, 0, 0, 2, 6
"e:\dowload 2\MyGameMPFE\mygamefe\src\pages\order\OrderConfigs.tsx", "TypeScript JSX", 0, 0, 0, 233, 0, 0, 0, 0, 0, 12, 245
"e:\dowload 2\MyGameMPFE\mygamefe\src\pages\order\OrderCreate.tsx", "TypeScript JSX", 0, 0, 0, 267, 0, 0, 0, 0, 1, 15, 283
"e:\dowload 2\MyGameMPFE\mygamefe\src\pages\order\OrderCreate.vm.ts", "TypeScript", 180, 0, 0, 0, 0, 0, 0, 0, 0, 18, 198
"e:\dowload 2\MyGameMPFE\mygamefe\src\pages\order\OrderManage.tsx", "TypeScript JSX", 0, 0, 0, 162, 0, 0, 0, 0, 0, 13, 175
"e:\dowload 2\MyGameMPFE\mygamefe\src\pages\order\OrderUpdate.tsx", "TypeScript JSX", 0, 0, 0, 280, 0, 0, 0, 0, 1, 16, 297
"e:\dowload 2\MyGameMPFE\mygamefe\src\pages\order\OrderUpdate.vm.ts", "TypeScript", 237, 0, 0, 0, 0, 0, 0, 0, 0, 22, 259
"e:\dowload 2\MyGameMPFE\mygamefe\src\pages\order\index.ts", "TypeScript", 4, 0, 0, 0, 0, 0, 0, 0, 0, 2, 6
"e:\dowload 2\MyGameMPFE\mygamefe\src\pages\payment-method\PaymentMethodConfigs.ts", "TypeScript", 23, 0, 0, 0, 0, 0, 0, 0, 0, 3, 26
"e:\dowload 2\MyGameMPFE\mygamefe\src\pages\payment-method\PaymentMethodManage.tsx", "TypeScript JSX", 0, 0, 0, 138, 0, 0, 0, 0, 0, 23, 161
"e:\dowload 2\MyGameMPFE\mygamefe\src\pages\payment-method\index.ts", "TypeScript", 2, 0, 0, 0, 0, 0, 0, 0, 0, 2, 4
"e:\dowload 2\MyGameMPFE\mygamefe\src\pages\product\ProductConfigs.ts", "TypeScript", 263, 0, 0, 0, 0, 0, 0, 0, 4, 8, 275
"e:\dowload 2\MyGameMPFE\mygamefe\src\pages\product\ProductCreate.tsx", "TypeScript JSX", 0, 0, 0, 229, 0, 0, 0, 0, 10, 8, 247
"e:\dowload 2\MyGameMPFE\mygamefe\src\pages\product\ProductCreate.vm.ts", "TypeScript", 248, 0, 0, 0, 0, 0, 0, 0, 0, 18, 266
"e:\dowload 2\MyGameMPFE\mygamefe\src\pages\product\ProductManage.tsx", "TypeScript JSX", 0, 0, 0, 302, 0, 0, 0, 0, 0, 15, 317
"e:\dowload 2\MyGameMPFE\mygamefe\src\pages\product\ProductUpdate.tsx", "TypeScript JSX", 0, 0, 0, 253, 0, 0, 0, 0, 10, 10, 273
"e:\dowload 2\MyGameMPFE\mygamefe\src\pages\product\ProductUpdate.vm.ts", "TypeScript", 297, 0, 0, 0, 0, 0, 0, 0, 5, 18, 320
"e:\dowload 2\MyGameMPFE\mygamefe\src\pages\product\index.ts", "TypeScript", 4, 0, 0, 0, 0, 0, 0, 0, 0, 2, 6
"e:\dowload 2\MyGameMPFE\mygamefe\src\pages\promotion\PromotionConfigs.ts", "TypeScript", 79, 0, 0, 0, 0, 0, 0, 0, 0, 9, 88
"e:\dowload 2\MyGameMPFE\mygamefe\src\pages\promotion\PromotionCreate.tsx", "TypeScript JSX", 0, 0, 0, 165, 0, 0, 0, 0, 0, 12, 177
"e:\dowload 2\MyGameMPFE\mygamefe\src\pages\promotion\PromotionCreate.vm.ts", "TypeScript", 75, 0, 0, 0, 0, 0, 0, 0, 0, 12, 87
"e:\dowload 2\MyGameMPFE\mygamefe\src\pages\promotion\PromotionManage.tsx", "TypeScript JSX", 0, 0, 0, 124, 0, 0, 0, 0, 0, 14, 138
"e:\dowload 2\MyGameMPFE\mygamefe\src\pages\promotion\PromotionUpdate.tsx", "TypeScript JSX", 0, 0, 0, 140, 0, 0, 0, 0, 0, 11, 151
"e:\dowload 2\MyGameMPFE\mygamefe\src\pages\promotion\PromotionUpdate.vm.ts", "TypeScript", 85, 0, 0, 0, 0, 0, 0, 0, 0, 11, 96
"e:\dowload 2\MyGameMPFE\mygamefe\src\pages\promotion\index.ts", "TypeScript", 4, 0, 0, 0, 0, 0, 0, 0, 0, 2, 6
"e:\dowload 2\MyGameMPFE\mygamefe\src\pages\property\PropertyConfigs.ts", "TypeScript", 53, 0, 0, 0, 0, 0, 0, 0, 0, 8, 61
"e:\dowload 2\MyGameMPFE\mygamefe\src\pages\property\PropertyCreate.tsx", "TypeScript JSX", 0, 0, 0, 64, 0, 0, 0, 0, 0, 8, 72
"e:\dowload 2\MyGameMPFE\mygamefe\src\pages\property\PropertyCreate.vm.ts", "TypeScript", 37, 0, 0, 0, 0, 0, 0, 0, 0, 7, 44
"e:\dowload 2\MyGameMPFE\mygamefe\src\pages\property\PropertyManage.tsx", "TypeScript JSX", 0, 0, 0, 118, 0, 0, 0, 0, 0, 14, 132
"e:\dowload 2\MyGameMPFE\mygamefe\src\pages\property\PropertyUpdate.tsx", "TypeScript JSX", 0, 0, 0, 76, 0, 0, 0, 0, 0, 9, 85
"e:\dowload 2\MyGameMPFE\mygamefe\src\pages\property\PropertyUpdate.vm.ts", "TypeScript", 59, 0, 0, 0, 0, 0, 0, 0, 0, 8, 67
"e:\dowload 2\MyGameMPFE\mygamefe\src\pages\property\index.ts", "TypeScript", 4, 0, 0, 0, 0, 0, 0, 0, 0, 2, 6
"e:\dowload 2\MyGameMPFE\mygamefe\src\pages\province\ProvinceConfigs.ts", "TypeScript", 40, 0, 0, 0, 0, 0, 0, 0, 0, 8, 48
"e:\dowload 2\MyGameMPFE\mygamefe\src\pages\province\ProvinceCreate.tsx", "TypeScript JSX", 0, 0, 0, 48, 0, 0, 0, 0, 0, 8, 56
"e:\dowload 2\MyGameMPFE\mygamefe\src\pages\province\ProvinceCreate.vm.ts", "TypeScript", 23, 0, 0, 0, 0, 0, 0, 0, 0, 6, 29
"e:\dowload 2\MyGameMPFE\mygamefe\src\pages\province\ProvinceManage.tsx", "TypeScript JSX", 0, 0, 0, 103, 0, 0, 0, 0, 0, 12, 115
"e:\dowload 2\MyGameMPFE\mygamefe\src\pages\province\ProvinceUpdate.tsx", "TypeScript JSX", 0, 0, 0, 60, 0, 0, 0, 0, 0, 9, 69
"e:\dowload 2\MyGameMPFE\mygamefe\src\pages\province\ProvinceUpdate.vm.ts", "TypeScript", 43, 0, 0, 0, 0, 0, 0, 0, 0, 7, 50
"e:\dowload 2\MyGameMPFE\mygamefe\src\pages\province\index.ts", "TypeScript", 4, 0, 0, 0, 0, 0, 0, 0, 0, 2, 6
"e:\dowload 2\MyGameMPFE\mygamefe\src\pages\purchase-order\PurchaseOrderConfigs.ts", "TypeScript", 84, 0, 0, 0, 0, 0, 0, 0, 0, 8, 92
"e:\dowload 2\MyGameMPFE\mygamefe\src\pages\purchase-order\PurchaseOrderCreate.tsx", "TypeScript JSX", 0, 0, 0, 117, 0, 0, 0, 0, 0, 11, 128
"e:\dowload 2\MyGameMPFE\mygamefe\src\pages\purchase-order\PurchaseOrderCreate.vm.ts", "TypeScript", 134, 0, 0, 0, 0, 0, 0, 0, 0, 14, 148
"e:\dowload 2\MyGameMPFE\mygamefe\src\pages\purchase-order\PurchaseOrderManage.tsx", "TypeScript JSX", 0, 0, 0, 183, 0, 0, 0, 0, 0, 13, 196
"e:\dowload 2\MyGameMPFE\mygamefe\src\pages\purchase-order\PurchaseOrderUpdate.tsx", "TypeScript JSX", 0, 0, 0, 129, 0, 0, 0, 0, 0, 12, 141
"e:\dowload 2\MyGameMPFE\mygamefe\src\pages\purchase-order\PurchaseOrderUpdate.vm.ts", "TypeScript", 178, 0, 0, 0, 0, 0, 0, 0, 0, 18, 196
"e:\dowload 2\MyGameMPFE\mygamefe\src\pages\purchase-order\index.ts", "TypeScript", 4, 0, 0, 0, 0, 0, 0, 0, 0, 2, 6
"e:\dowload 2\MyGameMPFE\mygamefe\src\pages\review\ReviewConfigs.ts", "TypeScript", 15, 0, 0, 0, 0, 0, 0, 0, 0, 3, 18
"e:\dowload 2\MyGameMPFE\mygamefe\src\pages\review\ReviewManage.tsx", "TypeScript JSX", 0, 0, 0, 349, 0, 0, 0, 0, 0, 31, 380
"e:\dowload 2\MyGameMPFE\mygamefe\src\pages\review\index.ts", "TypeScript", 2, 0, 0, 0, 0, 0, 0, 0, 0, 2, 4
"e:\dowload 2\MyGameMPFE\mygamefe\src\pages\reward-strategy\RewardStrategyConfigs.ts", "TypeScript", 15, 0, 0, 0, 0, 0, 0, 0, 0, 3, 18
"e:\dowload 2\MyGameMPFE\mygamefe\src\pages\reward-strategy\RewardStrategyManage.tsx", "TypeScript JSX", 0, 0, 0, 207, 0, 0, 0, 0, 0, 29, 236
"e:\dowload 2\MyGameMPFE\mygamefe\src\pages\reward-strategy\index.ts", "TypeScript", 2, 0, 0, 0, 0, 0, 0, 0, 0, 2, 4
"e:\dowload 2\MyGameMPFE\mygamefe\src\pages\role\RoleConfigs.ts", "TypeScript", 47, 0, 0, 0, 0, 0, 0, 0, 0, 8, 55
"e:\dowload 2\MyGameMPFE\mygamefe\src\pages\role\RoleCreate.tsx", "TypeScript JSX", 0, 0, 0, 58, 0, 0, 0, 0, 0, 8, 66
"e:\dowload 2\MyGameMPFE\mygamefe\src\pages\role\RoleCreate.vm.ts", "TypeScript", 36, 0, 0, 0, 0, 0, 0, 0, 0, 7, 43
"e:\dowload 2\MyGameMPFE\mygamefe\src\pages\role\RoleManage.tsx", "TypeScript JSX", 0, 0, 0, 114, 0, 0, 0, 0, 0, 14, 128
"e:\dowload 2\MyGameMPFE\mygamefe\src\pages\role\RoleUpdate.tsx", "TypeScript JSX", 0, 0, 0, 70, 0, 0, 0, 0, 0, 9, 79
"e:\dowload 2\MyGameMPFE\mygamefe\src\pages\role\RoleUpdate.vm.ts", "TypeScript", 57, 0, 0, 0, 0, 0, 0, 0, 0, 8, 65
"e:\dowload 2\MyGameMPFE\mygamefe\src\pages\role\index.ts", "TypeScript", 4, 0, 0, 0, 0, 0, 0, 0, 0, 2, 6
"e:\dowload 2\MyGameMPFE\mygamefe\src\pages\specification\SpecificationConfigs.ts", "TypeScript", 53, 0, 0, 0, 0, 0, 0, 0, 0, 8, 61
"e:\dowload 2\MyGameMPFE\mygamefe\src\pages\specification\SpecificationCreate.tsx", "TypeScript JSX", 0, 0, 0, 64, 0, 0, 0, 0, 0, 8, 72
"e:\dowload 2\MyGameMPFE\mygamefe\src\pages\specification\SpecificationCreate.vm.ts", "TypeScript", 37, 0, 0, 0, 0, 0, 0, 0, 0, 7, 44
"e:\dowload 2\MyGameMPFE\mygamefe\src\pages\specification\SpecificationManage.tsx", "TypeScript JSX", 0, 0, 0, 118, 0, 0, 0, 0, 0, 14, 132
"e:\dowload 2\MyGameMPFE\mygamefe\src\pages\specification\SpecificationUpdate.tsx", "TypeScript JSX", 0, 0, 0, 76, 0, 0, 0, 0, 0, 9, 85
"e:\dowload 2\MyGameMPFE\mygamefe\src\pages\specification\SpecificationUpdate.vm.ts", "TypeScript", 59, 0, 0, 0, 0, 0, 0, 0, 0, 8, 67
"e:\dowload 2\MyGameMPFE\mygamefe\src\pages\specification\index.ts", "TypeScript", 4, 0, 0, 0, 0, 0, 0, 0, 0, 2, 6
"e:\dowload 2\MyGameMPFE\mygamefe\src\pages\supplier\SupplierConfigs.ts", "TypeScript", 146, 0, 0, 0, 0, 0, 0, 0, 0, 8, 154
"e:\dowload 2\MyGameMPFE\mygamefe\src\pages\supplier\SupplierCreate.tsx", "TypeScript JSX", 0, 0, 0, 164, 0, 0, 0, 0, 0, 8, 172
"e:\dowload 2\MyGameMPFE\mygamefe\src\pages\supplier\SupplierCreate.vm.ts", "TypeScript", 85, 0, 0, 0, 0, 0, 0, 0, 0, 8, 93
"e:\dowload 2\MyGameMPFE\mygamefe\src\pages\supplier\SupplierManage.tsx", "TypeScript JSX", 0, 0, 0, 183, 0, 0, 0, 0, 0, 14, 197
"e:\dowload 2\MyGameMPFE\mygamefe\src\pages\supplier\SupplierUpdate.tsx", "TypeScript JSX", 0, 0, 0, 176, 0, 0, 0, 0, 0, 9, 185
"e:\dowload 2\MyGameMPFE\mygamefe\src\pages\supplier\SupplierUpdate.vm.ts", "TypeScript", 119, 0, 0, 0, 0, 0, 0, 0, 0, 8, 127
"e:\dowload 2\MyGameMPFE\mygamefe\src\pages\supplier\index.ts", "TypeScript", 4, 0, 0, 0, 0, 0, 0, 0, 0, 2, 6
"e:\dowload 2\MyGameMPFE\mygamefe\src\pages\tag\TagConfigs.ts", "TypeScript", 47, 0, 0, 0, 0, 0, 0, 0, 0, 8, 55
"e:\dowload 2\MyGameMPFE\mygamefe\src\pages\tag\TagCreate.tsx", "TypeScript JSX", 0, 0, 0, 58, 0, 0, 0, 0, 0, 8, 66
"e:\dowload 2\MyGameMPFE\mygamefe\src\pages\tag\TagCreate.vm.ts", "TypeScript", 36, 0, 0, 0, 0, 0, 0, 0, 0, 7, 43
"e:\dowload 2\MyGameMPFE\mygamefe\src\pages\tag\TagManage.tsx", "TypeScript JSX", 0, 0, 0, 114, 0, 0, 0, 0, 0, 14, 128
"e:\dowload 2\MyGameMPFE\mygamefe\src\pages\tag\TagUpdate.tsx", "TypeScript JSX", 0, 0, 0, 70, 0, 0, 0, 0, 0, 9, 79
"e:\dowload 2\MyGameMPFE\mygamefe\src\pages\tag\TagUpdate.vm.ts", "TypeScript", 57, 0, 0, 0, 0, 0, 0, 0, 0, 8, 65
"e:\dowload 2\MyGameMPFE\mygamefe\src\pages\tag\index.ts", "TypeScript", 4, 0, 0, 0, 0, 0, 0, 0, 0, 2, 6
"e:\dowload 2\MyGameMPFE\mygamefe\src\pages\transfer\TransferConfigs.ts", "TypeScript", 78, 0, 0, 0, 0, 0, 0, 0, 0, 8, 86
"e:\dowload 2\MyGameMPFE\mygamefe\src\pages\transfer\TransferCreate.tsx", "TypeScript JSX", 0, 0, 0, 101, 0, 0, 0, 0, 0, 9, 110
"e:\dowload 2\MyGameMPFE\mygamefe\src\pages\transfer\TransferCreate.vm.ts", "TypeScript", 113, 0, 0, 0, 0, 0, 0, 0, 0, 13, 126
"e:\dowload 2\MyGameMPFE\mygamefe\src\pages\transfer\TransferManage.tsx", "TypeScript JSX", 0, 0, 0, 144, 0, 0, 0, 0, 0, 13, 157
"e:\dowload 2\MyGameMPFE\mygamefe\src\pages\transfer\TransferUpdate.tsx", "TypeScript JSX", 0, 0, 0, 113, 0, 0, 0, 0, 0, 10, 123
"e:\dowload 2\MyGameMPFE\mygamefe\src\pages\transfer\TransferUpdate.vm.ts", "TypeScript", 159, 0, 0, 0, 0, 0, 0, 0, 0, 18, 177
"e:\dowload 2\MyGameMPFE\mygamefe\src\pages\transfer\index.ts", "TypeScript", 4, 0, 0, 0, 0, 0, 0, 0, 0, 2, 6
"e:\dowload 2\MyGameMPFE\mygamefe\src\pages\unit\UnitConfigs.ts", "TypeScript", 40, 0, 0, 0, 0, 0, 0, 0, 0, 8, 48
"e:\dowload 2\MyGameMPFE\mygamefe\src\pages\unit\UnitCreate.tsx", "TypeScript JSX", 0, 0, 0, 51, 0, 0, 0, 0, 0, 8, 59
"e:\dowload 2\MyGameMPFE\mygamefe\src\pages\unit\UnitCreate.vm.ts", "TypeScript", 35, 0, 0, 0, 0, 0, 0, 0, 0, 7, 42
"e:\dowload 2\MyGameMPFE\mygamefe\src\pages\unit\UnitManage.tsx", "TypeScript JSX", 0, 0, 0, 105, 0, 0, 0, 0, 0, 14, 119
"e:\dowload 2\MyGameMPFE\mygamefe\src\pages\unit\UnitUpdate.tsx", "TypeScript JSX", 0, 0, 0, 63, 0, 0, 0, 0, 0, 9, 72
"e:\dowload 2\MyGameMPFE\mygamefe\src\pages\unit\UnitUpdate.vm.ts", "TypeScript", 55, 0, 0, 0, 0, 0, 0, 0, 0, 8, 63
"e:\dowload 2\MyGameMPFE\mygamefe\src\pages\unit\index.ts", "TypeScript", 4, 0, 0, 0, 0, 0, 0, 0, 0, 2, 6
"e:\dowload 2\MyGameMPFE\mygamefe\src\pages\user\UserConfigs.ts", "TypeScript", 139, 0, 0, 0, 0, 0, 0, 0, 0, 8, 147
"e:\dowload 2\MyGameMPFE\mygamefe\src\pages\user\UserCreate.tsx", "TypeScript JSX", 0, 0, 0, 146, 0, 0, 0, 0, 0, 8, 154
"e:\dowload 2\MyGameMPFE\mygamefe\src\pages\user\UserCreate.vm.ts", "TypeScript", 103, 0, 0, 0, 0, 0, 0, 0, 0, 9, 112
"e:\dowload 2\MyGameMPFE\mygamefe\src\pages\user\UserManage.tsx", "TypeScript JSX", 0, 0, 0, 172, 0, 0, 0, 0, 0, 14, 186
"e:\dowload 2\MyGameMPFE\mygamefe\src\pages\user\UserUpdate.tsx", "TypeScript JSX", 0, 0, 0, 159, 0, 0, 0, 0, 0, 9, 168
"e:\dowload 2\MyGameMPFE\mygamefe\src\pages\user\UserUpdate.vm.ts", "TypeScript", 149, 0, 0, 0, 0, 0, 0, 0, 1, 13, 163
"e:\dowload 2\MyGameMPFE\mygamefe\src\pages\user\index.ts", "TypeScript", 4, 0, 0, 0, 0, 0, 0, 0, 0, 2, 6
"e:\dowload 2\MyGameMPFE\mygamefe\src\pages\voucher\VoucherManage.tsx", "TypeScript JSX", 0, 0, 0, 19, 0, 0, 0, 0, 0, 4, 23
"e:\dowload 2\MyGameMPFE\mygamefe\src\pages\voucher\index.ts", "TypeScript", 2, 0, 0, 0, 0, 0, 0, 0, 0, 2, 4
"e:\dowload 2\MyGameMPFE\mygamefe\src\pages\ward\WardConfigs.ts", "TypeScript", 12, 0, 0, 0, 0, 0, 0, 0, 0, 3, 15
"e:\dowload 2\MyGameMPFE\mygamefe\src\pages\warehouse\WarehouseConfigs.ts", "TypeScript", 109, 0, 0, 0, 0, 0, 0, 0, 0, 8, 117
"e:\dowload 2\MyGameMPFE\mygamefe\src\pages\warehouse\WarehouseCreate.tsx", "TypeScript JSX", 0, 0, 0, 86, 0, 0, 0, 0, 0, 8, 94
"e:\dowload 2\MyGameMPFE\mygamefe\src\pages\warehouse\WarehouseCreate.vm.ts", "TypeScript", 74, 0, 0, 0, 0, 0, 0, 0, 0, 8, 82
"e:\dowload 2\MyGameMPFE\mygamefe\src\pages\warehouse\WarehouseManage.tsx", "TypeScript JSX", 0, 0, 0, 126, 0, 0, 0, 0, 0, 14, 140
"e:\dowload 2\MyGameMPFE\mygamefe\src\pages\warehouse\WarehouseUpdate.tsx", "TypeScript JSX", 0, 0, 0, 98, 0, 0, 0, 0, 0, 9, 107
"e:\dowload 2\MyGameMPFE\mygamefe\src\pages\warehouse\WarehouseUpdate.vm.ts", "TypeScript", 97, 0, 0, 0, 0, 0, 0, 0, 0, 8, 105
"e:\dowload 2\MyGameMPFE\mygamefe\src\pages\warehouse\index.ts", "TypeScript", 4, 0, 0, 0, 0, 0, 0, 0, 0, 2, 6
"e:\dowload 2\MyGameMPFE\mygamefe\src\pages\waybill\WaybillConfigs.ts", "TypeScript", 98, 0, 0, 0, 0, 0, 0, 0, 0, 10, 108
